run,seed,generation,best_proxy_duration_s,mean_proxy_duration_s
2,20250732,176,4.83249321642606,4.8324560231550215
2,20250732,177,4.83249321642606,4.832457689620045
2,20250732,178,4.83249321642606,4.832458429314831
2,20250732,179,4.83249321642606,4.83246189564352
2,20250732,180,4.83249321642606,4.8324638880835975
3,7,0,1.4325498575975786,0.014922394349974777
3,7,1,2.6410568028193095,0.6198400487305321
3,7,2,3.7988913518034315,1.126836261373892
3,7,3,3.7988913518034315,1.4596459019238057
3,7,4,3.7988913518034315,2.0847001192093724
3,7,5,3.7988913518034315,2.4853878384374135
3,7,6,3.7988913518034315,2.7203435776055933
3,7,7,3.7988913518034315,2.7981245896330496
3,7,8,3.7988913518034315,2.9149616259160975
3,7,9,3.93718257773841,3.048420172686536
3,7,10,3.957291253893214,3.1738036933798406
3,7,11,3.9624862622409354,3.307010618458012
3,7,12,4.007384478217004,3.443177169101108
3,7,13,4.1241290881183,3.6030235824965424
3,7,14,4.1241290881183,3.689399558559115
3,7,15,4.1241290881183,3.7597904658427943
3,7,16,4.1241290881183,3.828687914095751
3,7,17,4.1241290881183,3.8785178591480984
3,7,18,4.141234006480632,3.932542668129648
3,7,19,4.277913019544247,3.9691567275858826
3,7,20,4.405889810290491,4.0040245968419095
3,7,21,4.405889810290491,4.033052060240439
3,7,22,4.405889810290491,4.051832393625728
3,7,23,4.405889810290491,4.065685046681786
3,7,24,4.425331528994528,4.094994138212734
3,7,25,4.425331528994528,4.120205161564631
3,7,26,4.425331528994528,4.159222389760342
3,7,27,4.425331528994528,4.1689594471241485
3,7,28,4.425331528994528,4.194621899539578
3,7,29,4.425331528994528,4.215325767819364
3,7,30,4.439540290034904,4.2473220200423505
3,7,31,4.451102952868123,4.275733395449943
3,7,32,4.497651631438787,4.302602321208675
3,7,33,4.497651631438787,4.326661507530306
3,7,34,4.5028586601833,4.339189000862388
3,7,35,4.575050250173314,4.367594432722882
3,7,36,4.648871201977206,4.393680356349915
3,7,37,4.659333021428239,4.436626830245607
3,7,38,4.7031630403773,4.460502083884847
3,7,39,4.7031630403773,4.490643281215414
3,7,40,4.722056490820027,4.528353773406033
3,7,41,4.7704163845643786,4.560181545971534
3,7,42,4.7704163845643786,4.590563733857586
3,7,43,4.7704163845643786,4.631621602882782
3,7,44,4.7704163845643786,4.642328336860002
3,7,45,4.779845526977,4.663733227222786
3,7,46,4.794321706739237,4.685503103908246
3,7,47,4.794321706739237,4.7014079307103165
3,7,48,4.8094429803451595,4.71730063091578
3,7,49,4.8094429803451595,4.733877819722604
3,7,50,4.821262213071507,4.746965785403643
3,7,51,4.823521508450341,4.754954086309303
3,7,52,4.823521508450341,4.761916709025427
3,7,53,4.823521508450341,4.7698468538488115
3,7,54,4.823521508450341,4.77765019544496
3,7,55,4.830088019461327,4.782933513088391
3,7,56,4.830088019461327,4.785639497028053
3,7,57,4.830088019461327,4.790578502341361
3,7,58,4.830088019461327,4.794370643299893
3,7,59,4.830088019461327,4.797439375546379
3,7,60,4.830088019461327,4.799609138404121
3,7,61,4.830088019461327,4.8038239534374325
3,7,62,4.830088019461327,4.806283024713713
3,7,63,4.830088019461327,4.808180740115694
3,7,64,4.830088019461327,4.809172878200513
3,7,65,4.830088019461327,4.8099512209604365
3,7,66,4.830088019461327,4.811742156467595
3,7,67,4.830088019461327,4.812873166148385
3,7,68,4.830088019461327,4.814048055312154
3,7,69,4.830088019461327,4.814657255873956
3,7,70,4.830761008249505,4.816195757805733
3,7,71,4.830761008249505,4.816810782148501
3,7,72,4.830761008249505,4.817765368660289
3,7,73,4.830761008249505,4.8190218834636935
3,7,74,4.830761008249505,4.82004139178425
3,7,75,4.830761008249505,4.8208534144277015
3,7,76,4.830761008249505,4.8212392881376696
3,7,77,4.830761008249505,4.821676314096532
3,7,78,4.830761008249505,4.82247826938259
3,7,79,4.830761008249505,4.823225128708887
3,7,80,4.830761008249505,4.8237663226933085
3,7,81,4.830761008249505,4.824285627238383
3,7,82,4.830958570593307,4.824965522789005
3,7,83,4.831803218880989,4.825363200124321
3,7,84,4.831803218880989,4.825732638430321
3,7,85,4.831803218880989,4.826471212316176
3,7,86,4.831803218880989,4.826813406726355
3,7,87,4.831858127459298,4.8271046669796425
3,7,88,4.831858127459298,4.8274405843632415
3,7,89,4.831858127459298,4.827841297218118
3,7,90,4.831858127459298,4.828249311762234
3,7,91,4.831858127459298,4.828497374351207
3,7,92,4.831858127459298,4.828629005669242
3,7,93,4.831858127459298,4.829026611298672
3,7,94,4.831858127459298,4.829262523382084
3,7,95,4.831858127459298,4.82949725782597
3,7,96,4.831858127459298,4.829725791417897
3,7,97,4.831858127459298,4.829863441215613
3,7,98,4.831858127459298,4.829969034563224
3,7,99,4.831858127459298,4.830150870819721
3,7,100,4.831999461446069,4.830344443638115
3,7,101,4.832049120037454,4.830492543312924
3,7,102,4.832049120037454,4.8305779396249795
3,7,103,4.832359188026721,4.830718443019781
3,7,104,4.832359188026721,4.830793177780826
3,7,105,4.832359188026721,4.830855099665899
3,7,106,4.832359188026721,4.83096820763276
3,7,107,4.832359188026721,4.8311290133949
3,7,108,4.832359188026721,4.831206971482683
3,7,109,4.832359188026721,4.831290566164856
3,7,110,4.832359188026721,4.8313669625492315
3,7,111,4.832359188026721,4.831447349118773
3,7,112,4.832359188026721,4.831509774326257
3,7,113,4.832359188026721,4.831563192616645
3,7,114,4.832359188026721,4.831627347694236
3,7,115,4.832359188026721,4.831689343969912
3,7,116,4.832359188026721,4.831737227442224
3,7,117,4.832359188026721,4.831782597671484
3,7,118,4.832378996144951,4.831852400617404
3,7,119,4.832378996144951,4.831900667475968
3,7,120,4.832378996144951,4.831948977529374
3,7,121,4.832378996144951,4.832001447984507
3,7,122,4.832378996144951,4.832028703093634
3,7,123,4.8324047047794565,4.832073139112553
3,7,124,4.832451011097152,4.832129750270197
3,7,125,4.832451011097152,4.832158904362103
3,7,126,4.832451011097152,4.832182554337454
3,7,127,4.832451011097152,4.832215530008935
3,7,128,4.832451011097152,4.8322374149927265
3,7,129,4.832451011097152,4.832244355976328
3,7,130,4.832451011097152,4.832261406718316
3,7,131,4.832451011097152,4.832269872924495
3,7,132,4.832451011097152,4.832282944668731
3,7,133,4.832451011097152,4.8322906267995025
3,7,134,4.832451011097152,4.832303493438487
3,7,135,4.832451011097152,4.832313698643518
3,7,136,4.832451011097152,4.8323182355075085
3,7,137,4.832451011097152,4.8323243613645674
3,7,138,4.832451011097152,4.83233293822483
3,7,139,4.832451011097152,4.832337344390687
3,7,140,4.832451011097152,4.832343944183261
3,7,141,4.83245137156485,4.832351043816042
3,7,142,4.832451752366106,4.8323649511858235
3,7,143,4.832451752366106,4.832371149786199
3,7,144,4.832463720690989,4.832381987992488
3,7,145,4.832475368881734,4.832390688862756
3,7,146,4.832475368881734,4.832396667885027
3,7,147,4.832475368881734,4.832401195003389
3,7,148,4.832475368881734,4.832410604776801
3,7,149,4.832475368881734,4.832415677671204
3,7,150,4.832475577501225,4.832420669959666
3,7,151,4.832475577501225,4.832426380641436
3,7,152,4.832475577501225,4.832429588363978
3,7,153,4.832475577501225,4.832432263813476
3,7,154,4.832476231796493,4.832434544701374
3,7,155,4.832476231796493,4.832438647530373
3,7,156,4.832476231796493,4.832443240032767
3,7,157,4.832476231796493,4.832445763690099
3,7,158,4.832476231796493,4.832449451618334
3,7,159,4.8324809954685195,4.832452114128041
3,7,160,4.8324809954685195,4.832453453375543
3,7,161,4.832488586499459,4.832455803836552
