drone_id,stage,generation,best_score,mean_score
FY1,duration_proxy,101,4.832061987909629,4.831139719015182
FY1,duration_proxy,102,4.832061987909629,4.831184742259302
FY1,duration_proxy,103,4.832061987909629,4.831250690585918
FY1,duration_proxy,104,4.832061987909629,4.831331836340141
FY1,duration_proxy,105,4.832061987909629,4.831383991281528
FY1,duration_proxy,106,4.832061987909629,4.831419921785025
FY1,duration_proxy,107,4.8320757909924135,4.831486587189093
FY1,duration_proxy,108,4.8320757909924135,4.831503062217152
FY1,duration_proxy,109,4.832144846680427,4.831557053444079
FY1,duration_proxy,110,4.832144846680427,4.831573529949837
FY1,duration_proxy,111,4.832144846680427,4.831604258202688
FY1,duration_proxy,112,4.832290205920077,4.831656000212216
FY1,duration_proxy,113,4.832290205920077,4.831682530265613
FY1,duration_proxy,114,4.832290205920077,4.831721892760454
FY1,duration_proxy,115,4.832290205920077,4.831786276561295
FY1,duration_proxy,116,4.832290205920077,4.831800644067266
FY1,duration_proxy,117,4.832290205920077,4.831841533713264
FY1,duration_proxy,118,4.832290205920077,4.831862242166387
FY1,duration_proxy,119,4.832290205920077,4.831928643886035
FY1,duration_proxy,120,4.8323305529368685,4.831957977377703
FY1,duration_proxy,121,4.832395610198194,4.831999981896465
FY1,duration_proxy,122,4.832395610198194,4.832038314695088
FY1,duration_proxy,123,4.832395610198194,4.83205541458606
FY1,duration_proxy,124,4.832400788007369,4.832080995151117
FY1,duration_proxy,125,4.832400788007369,4.832100291384312
FY1,duration_proxy,126,4.832400788007369,4.83213049173263
